특정 감염성 및 기생충성 질환 ,서울,1 - 4세,남자,0.7,
특정 감염성 및 기생충성 질환 ,서울,1 - 4세,여자,1.4,
특정 감염성 및 기생충성 질환 ,서울,5 - 9세,남자,0,
특정 감염성 및 기생충성 질환 ,서울,5 - 9세,여자,0,
특정 감염성 및 기생충성 질환 ,서울,10 - 14세,남자,0,
특정 감염성 및 기생충성 질환 ,서울,10 - 14세,여자,0,
특정 감염성 및 기생충성 질환 ,서울,15 - 19세,남자,0,
특정 감염성 및 기생충성 질환 ,서울,15 - 19세,여자,0,
특정 감염성 및 기생충성 질환 ,서울,20 - 24세,남자,0,
특정 감염성 및 기생충성 질환 ,서울,20 - 24세,여자,0.6,
특정 감염성 및 기생충성 질환 ,서울,25 - 29세,남자,0.5,
특정 감염성 및 기생충성 질환 ,서울,25 - 29세,여자,0,
특정 감염성 및 기생충성 질환 ,서울,30 - 34세,남자,1,
특정 감염성 및 기생충성 질환 ,서울,30 - 34세,여자,0,
특정 감염성 및 기생충성 질환 ,서울,35 - 39세,남자,2.2,
특정 감염성 및 기생충성 질환 ,서울,35 - 39세,여자,0,
특정 감염성 및 기생충성 질환 ,서울,40 - 44세,남자,4.1,
특정 감염성 및 기생충성 질환 ,서울,40 - 44세,여자,1.3,
특정 감염성 및 기생충성 질환 ,서울,45 - 49세,남자,5.2,
특정 감염성 및 기생충성 질환 ,서울,45 - 49세,여자,0.5,
특정 감염성 및 기생충성 질환 ,서울,50 - 54세,남자,11.1,
특정 감염성 및 기생충성 질환 ,서울,50 - 54세,여자,3.2,
특정 감염성 및 기생충성 질환 ,서울,55 - 59세,남자,14.5,
특정 감염성 및 기생충성 질환 ,서울,55 - 59세,여자,2.5,
특정 감염성 및 기생충성 질환 ,서울,60 - 64세,남자,18,
특정 감염성 및 기생충성 질환 ,서울,60 - 64세,여자,4.6,
특정 감염성 및 기생충성 질환 ,서울,65 - 69세,남자,22.9,
특정 감염성 및 기생충성 질환 ,서울,65 - 69세,여자,9,
특정 감염성 및 기생충성 질환 ,서울,70 - 74세,남자,39.3,
특정 감염성 및 기생충성 질환 ,서울,70 - 74세,여자,17.9,
특정 감염성 및 기생충성 질환 ,서울,75 - 79세,남자,75.3,
특정 감염성 및 기생충성 질환 ,서울,75 - 79세,여자,53.7,
특정 감염성 및 기생충성 질환 ,서울,80세이상,남자,218.1,
특정 감염성 및 기생충성 질환 ,서울,80세이상,여자,194,
특정 감염성 및 기생충성 질환 ,서울,80 - 84세,남자,150,
특정 감염성 및 기생충성 질환 ,서울,80 - 84세,여자,129.1,
특정 감염성 및 기생충성 질환 ,서울,85 - 89세,남자,314.4,
특정 감염성 및 기생충성 질환 ,서울,85 - 89세,여자,202.5,
특정 감염성 및 기생충성 질환 ,서울,90세이상,남자,495.8,
특정 감염성 및 기생충성 질환 ,서울,90세이상,여자,437.2,
특정 감염성 및 기생충성 질환 ,부산,1 - 4세,남자,0,
특정 감염성 및 기생충성 질환 ,부산,1 - 4세,여자,0,
특정 감염성 및 기생충성 질환 ,부산,5 - 9세,남자,0,
특정 감염성 및 기생충성 질환 ,부산,5 - 9세,여자,0,
특정 감염성 및 기생충성 질환 ,부산,10 - 14세,남자,0,
특정 감염성 및 기생충성 질환 ,부산,10 - 14세,여자,0,
특정 감염성 및 기생충성 질환 ,부산,15 - 19세,남자,0,
특정 감염성 및 기생충성 질환 ,부산,15 - 19세,여자,0,
특정 감염성 및 기생충성 질환 ,부산,20 - 24세,남자,0.8,
특정 감염성 및 기생충성 질환 ,부산,20 - 24세,여자,1.8,
특정 감염성 및 기생충성 질환 ,부산,25 - 29세,남자,0.9,
특정 감염성 및 기생충성 질환 ,부산,25 - 29세,여자,0,
특정 감염성 및 기생충성 질환 ,부산,30 - 34세,남자,0,
특정 감염성 및 기생충성 질환 ,부산,30 - 34세,여자,0,
특정 감염성 및 기생충성 질환 ,부산,35 - 39세,남자,3,
특정 감염성 및 기생충성 질환 ,부산,35 - 39세,여자,1.6,
특정 감염성 및 기생충성 질환 ,부산,40 - 44세,남자,1.6,
특정 감염성 및 기생충성 질환 ,부산,40 - 44세,여자,0.8,
특정 감염성 및 기생충성 질환 ,부산,45 - 49세,남자,10.5,
특정 감염성 및 기생충성 질환 ,부산,45 - 49세,여자,2.7,
특정 감염성 및 기생충성 질환 ,부산,50 - 54세,남자,11.1,
특정 감염성 및 기생충성 질환 ,부산,50 - 54세,여자,2.1,
특정 감염성 및 기생충성 질환 ,부산,55 - 59세,남자,14.4,
특정 감염성 및 기생충성 질환 ,부산,55 - 59세,여자,3.6,
특정 감염성 및 기생충성 질환 ,부산,60 - 64세,남자,20.5,
특정 감염성 및 기생충성 질환 ,부산,60 - 64세,여자,11,
특정 감염성 및 기생충성 질환 ,부산,65 - 69세,남자,39.3,
특정 감염성 및 기생충성 질환 ,부산,65 - 69세,여자,15.7,
특정 감염성 및 기생충성 질환 ,부산,70 - 74세,남자,78.6,
특정 감염성 및 기생충성 질환 ,부산,70 - 74세,여자,34.6,
특정 감염성 및 기생충성 질환 ,부산,75 - 79세,남자,133.8,
특정 감염성 및 기생충성 질환 ,부산,75 - 79세,여자,86.4,
특정 감염성 및 기생충성 질환 ,부산,80세이상,남자,257.5,
특정 감염성 및 기생충성 질환 ,부산,80세이상,여자,288.5,
특정 감염성 및 기생충성 질환 ,부산,80 - 84세,남자,180.4,
특정 감염성 및 기생충성 질환 ,부산,80 - 84세,여자,186.9,
특정 감염성 및 기생충성 질환 ,부산,85 - 89세,남자,352.4,
특정 감염성 및 기생충성 질환 ,부산,85 - 89세,여자,381,
특정 감염성 및 기생충성 질환 ,부산,90세이상,남자,763,
특정 감염성 및 기생충성 질환 ,부산,90세이상,여자,552.7,
특정 감염성 및 기생충성 질환 ,대구,1 - 4세,남자,0,
특정 감염성 및 기생충성 질환 ,대구,1 - 4세,여자,0,
특정 감염성 및 기생충성 질환 ,대구,5 - 9세,남자,0,
특정 감염성 및 기생충성 질환 ,대구,5 - 9세,여자,0,
특정 감염성 및 기생충성 질환 ,대구,10 - 14세,남자,0,
특정 감염성 및 기생충성 질환 ,대구,10 - 14세,여자,0,
특정 감염성 및 기생충성 질환 ,대구,15 - 19세,남자,0,
특정 감염성 및 기생충성 질환 ,대구,15 - 19세,여자,0,
특정 감염성 및 기생충성 질환 ,대구,20 - 24세,남자,0,
특정 감염성 및 기생충성 질환 ,대구,20 - 24세,여자,0,
특정 감염성 및 기생충성 질환 ,대구,25 - 29세,남자,0,
특정 감염성 및 기생충성 질환 ,대구,25 - 29세,여자,0,
특정 감염성 및 기생충성 질환 ,대구,30 - 34세,남자,0,
특정 감염성 및 기생충성 질환 ,대구,30 - 34세,여자,0,
특정 감염성 및 기생충성 질환 ,대구,35 - 39세,남자,1.1,
특정 감염성 및 기생충성 질환 ,대구,35 - 39세,여자,0,
특정 감염성 및 기생충성 질환 ,대구,40 - 44세,남자,3.1,
특정 감염성 및 기생충성 질환 ,대구,40 - 44세,여자,0,
특정 감염성 및 기생충성 질환 ,대구,45 - 49세,남자,4.5,
특정 감염성 및 기생충성 질환 ,대구,45 - 49세,여자,3.5,
특정 감염성 및 기생충성 질환 ,대구,50 - 54세,남자,5.8,
특정 감염성 및 기생충성 질환 ,대구,50 - 54세,여자,2.8,
특정 감염성 및 기생충성 질환 ,대구,55 - 59세,남자,10.7,
특정 감염성 및 기생충성 질환 ,대구,55 - 59세,여자,7.5,
특정 감염성 및 기생충성 질환 ,대구,60 - 64세,남자,14.5,
특정 감염성 및 기생충성 질환 ,대구,60 - 64세,여자,6.1,
특정 감염성 및 기생충성 질환 ,대구,65 - 69세,남자,27.8,
특정 감염성 및 기생충성 질환 ,대구,65 - 69세,여자,16.2,
특정 감염성 및 기생충성 질환 ,대구,70 - 74세,남자,65.9,
특정 감염성 및 기생충성 질환 ,대구,70 - 74세,여자,41.3,
특정 감염성 및 기생충성 질환 ,대구,75 - 79세,남자,115.6,
특정 감염성 및 기생충성 질환 ,대구,75 - 79세,여자,91,
특정 감염성 및 기생충성 질환 ,대구,80세이상,남자,289.7,
특정 감염성 및 기생충성 질환 ,대구,80세이상,여자,300,
특정 감염성 및 기생충성 질환 ,대구,80 - 84세,남자,181.7,
특정 감염성 및 기생충성 질환 ,대구,80 - 84세,여자,200.5,
특정 감염성 및 기생충성 질환 ,대구,85 - 89세,남자,433.5,
특정 감염성 및 기생충성 질환 ,대구,85 - 89세,여자,364.2,
특정 감염성 및 기생충성 질환 ,대구,90세이상,남자,965.1,
특정 감염성 및 기생충성 질환 ,대구,90세이상,여자,659.7,
특정 감염성 및 기생충성 질환 ,인천,1 - 4세,남자,0,
특정 감염성 및 기생충성 질환 ,인천,1 - 4세,여자,0,
특정 감염성 및 기생충성 질환 ,인천,5 - 9세,남자,0,
특정 감염성 및 기생충성 질환 ,인천,5 - 9세,여자,0,
특정 감염성 및 기생충성 질환 ,인천,10 - 14세,남자,0,
특정 감염성 및 기생충성 질환 ,인천,10 - 14세,여자,0,
특정 감염성 및 기생충성 질환 ,인천,15 - 19세,남자,0,
특정 감염성 및 기생충성 질환 ,인천,15 - 19세,여자,0,
특정 감염성 및 기생충성 질환 ,인천,20 - 24세,남자,0.9,
특정 감염성 및 기생충성 질환 ,인천,20 - 24세,여자,0,
특정 감염성 및 기생충성 질환 ,인천,25 - 29세,남자,0,
특정 감염성 및 기생충성 질환 ,인천,25 - 29세,여자,1,
특정 감염성 및 기생충성 질환 ,인천,30 - 34세,남자,0,
특정 감염성 및 기생충성 질환 ,인천,30 - 34세,여자,2,
특정 감염성 및 기생충성 질환 ,인천,35 - 39세,남자,1.6,
특정 감염성 및 기생충성 질환 ,인천,35 - 39세,여자,0,
특정 감염성 및 기생충성 질환 ,인천,40 - 44세,남자,5.7,
특정 감염성 및 기생충성 질환 ,인천,40 - 44세,여자,0,
특정 감염성 및 기생충성 질환 ,인천,45 - 49세,남자,4.6,
특정 감염성 및 기생충성 질환 ,인천,45 - 49세,여자,3,
특정 감염성 및 기생충성 질환 ,인천,50 - 54세,남자,8.8,
특정 감염성 및 기생충성 질환 ,인천,50 - 54세,여자,2.4,
특정 감염성 및 기생충성 질환 ,인천,55 - 59세,남자,12.7,
특정 감염성 및 기생충성 질환 ,인천,55 - 59세,여자,4.9,
특정 감염성 및 기생충성 질환 ,인천,60 - 64세,남자,18.9,
특정 감염성 및 기생충성 질환 ,인천,60 - 64세,여자,9.4,
특정 감염성 및 기생충성 질환 ,인천,65 - 69세,남자,25.9,
특정 감염성 및 기생충성 질환 ,인천,65 - 69세,여자,19.6,
특정 감염성 및 기생충성 질환 ,인천,70 - 74세,남자,62,
특정 감염성 및 기생충성 질환 ,인천,70 - 74세,여자,24.2,
특정 감염성 및 기생충성 질환 ,인천,75 - 79세,남자,102.5,
특정 감염성 및 기생충성 질환 ,인천,75 - 79세,여자,86.5,
특정 감염성 및 기생충성 질환 ,인천,80세이상,남자,291.9,
특정 감염성 및 기생충성 질환 ,인천,80세이상,여자,264.2,
특정 감염성 및 기생충성 질환 ,인천,80 - 84세,남자,225.8,
특정 감염성 및 기생충성 질환 ,인천,80 - 84세,여자,174.7,
특정 감염성 및 기생충성 질환 ,인천,85 - 89세,남자,405.1,
특정 감염성 및 기생충성 질환 ,인천,85 - 89세,여자,325.5,
특정 감염성 및 기생충성 질환 ,인천,90세이상,남자,476.2,
특정 감염성 및 기생충성 질환 ,인천,90세이상,여자,490.3,
특정 감염성 및 기생충성 질환 ,광주,1 - 4세,남자,0,
특정 감염성 및 기생충성 질환 ,광주,1 - 4세,여자,0,
특정 감염성 및 기생충성 질환 ,광주,5 - 9세,남자,0,
특정 감염성 및 기생충성 질환 ,광주,5 - 9세,여자,0,
특정 감염성 및 기생충성 질환 ,광주,10 - 14세,남자,0,
특정 감염성 및 기생충성 질환 ,광주,10 - 14세,여자,0,
특정 감염성 및 기생충성 질환 ,광주,15 - 19세,남자,0,
특정 감염성 및 기생충성 질환 ,광주,15 - 19세,여자,0,
특정 감염성 및 기생충성 질환 ,광주,20 - 24세,남자,0,
특정 감염성 및 기생충성 질환 ,광주,20 - 24세,여자,0,
특정 감염성 및 기생충성 질환 ,광주,25 - 29세,남자,0,
특정 감염성 및 기생충성 질환 ,광주,25 - 29세,여자,0,
특정 감염성 및 기생충성 질환 ,광주,30 - 34세,남자,0,
특정 감염성 및 기생충성 질환 ,광주,30 - 34세,여자,0,
특정 감염성 및 기생충성 질환 ,광주,35 - 39세,남자,0,
특정 감염성 및 기생충성 질환 ,광주,35 - 39세,여자,1.7,
특정 감염성 및 기생충성 질환 ,광주,40 - 44세,남자,0,
특정 감염성 및 기생충성 질환 ,광주,40 - 44세,여자,1.6,
특정 감염성 및 기생충성 질환 ,광주,45 - 49세,남자,10.8,
특정 감염성 및 기생충성 질환 ,광주,45 - 49세,여자,0,
특정 감염성 및 기생충성 질환 ,광주,50 - 54세,남자,12.3,
특정 감염성 및 기생충성 질환 ,광주,50 - 54세,여자,5.3,
특정 감염성 및 기생충성 질환 ,광주,55 - 59세,남자,15.2,
특정 감염성 및 기생충성 질환 ,광주,55 - 59세,여자,0,
특정 감염성 및 기생충성 질환 ,광주,60 - 64세,남자,16.4,
특정 감염성 및 기생충성 질환 ,광주,60 - 64세,여자,5.1,
특정 감염성 및 기생충성 질환 ,광주,65 - 69세,남자,32.8,
특정 감염성 및 기생충성 질환 ,광주,65 - 69세,여자,19.3,
특정 감염성 및 기생충성 질환 ,광주,70 - 74세,남자,44.3,
특정 감염성 및 기생충성 질환 ,광주,70 - 74세,여자,45.2,
특정 감염성 및 기생충성 질환 ,광주,75 - 79세,남자,106.4,
특정 감염성 및 기생충성 질환 ,광주,75 - 79세,여자,98.7,
특정 감염성 및 기생충성 질환 ,광주,80세이상,남자,328.6,
특정 감염성 및 기생충성 질환 ,광주,80세이상,여자,415.8,
특정 감염성 및 기생충성 질환 ,광주,80 - 84세,남자,188.2,
특정 감염성 및 기생충성 질환 ,광주,80 - 84세,여자,167.2,
특정 감염성 및 기생충성 질환 ,광주,85 - 89세,남자,406.7,
특정 감염성 및 기생충성 질환 ,광주,85 - 89세,여자,612.7,
특정 감염성 및 기생충성 질환 ,광주,90세이상,남자,1353.8,
특정 감염성 및 기생충성 질환 ,광주,90세이상,여자,991,
특정 감염성 및 기생충성 질환 ,대전,1 - 4세,남자,0,
특정 감염성 및 기생충성 질환 ,대전,1 - 4세,여자,0,
특정 감염성 및 기생충성 질환 ,대전,5 - 9세,남자,0,
특정 감염성 및 기생충성 질환 ,대전,5 - 9세,여자,0,
특정 감염성 및 기생충성 질환 ,대전,10 - 14세,남자,0,
특정 감염성 및 기생충성 질환 ,대전,10 - 14세,여자,0,
특정 감염성 및 기생충성 질환 ,대전,15 - 19세,남자,0,
특정 감염성 및 기생충성 질환 ,대전,15 - 19세,여자,2.2,
특정 감염성 및 기생충성 질환 ,대전,20 - 24세,남자,1.7,
특정 감염성 및 기생충성 질환 ,대전,20 - 24세,여자,0,
특정 감염성 및 기생충성 질환 ,대전,25 - 29세,남자,0,
특정 감염성 및 기생충성 질환 ,대전,25 - 29세,여자,0,
특정 감염성 및 기생충성 질환 ,대전,30 - 34세,남자,0,
특정 감염성 및 기생충성 질환 ,대전,30 - 34세,여자,0,
특정 감염성 및 기생충성 질환 ,대전,35 - 39세,남자,0,
특정 감염성 및 기생충성 질환 ,대전,35 - 39세,여자,0,
특정 감염성 및 기생충성 질환 ,대전,40 - 44세,남자,3.3,
특정 감염성 및 기생충성 질환 ,대전,40 - 44세,여자,0,
특정 감염성 및 기생충성 질환 ,대전,45 - 49세,남자,4.4,
특정 감염성 및 기생충성 질환 ,대전,45 - 49세,여자,0,
특정 감염성 및 기생충성 질환 ,대전,50 - 54세,남자,6.8,
특정 감염성 및 기생충성 질환 ,대전,50 - 54세,여자,1.7,
특정 감염성 및 기생충성 질환 ,대전,55 - 59세,남자,6.8,
특정 감염성 및 기생충성 질환 ,대전,55 - 59세,여자,1.7,
특정 감염성 및 기생충성 질환 ,대전,60 - 64세,남자,23.3,
특정 감염성 및 기생충성 질환 ,대전,60 - 64세,여자,4.5,
특정 감염성 및 기생충성 질환 ,대전,65 - 69세,남자,21,
특정 감염성 및 기생충성 질환 ,대전,65 - 69세,여자,9.9,
특정 감염성 및 기생충성 질환 ,대전,70 - 74세,남자,40,
특정 감염성 및 기생충성 질환 ,대전,70 - 74세,여자,38.4,
특정 감염성 및 기생충성 질환 ,대전,75 - 79세,남자,87,
특정 감염성 및 기생충성 질환 ,대전,75 - 79세,여자,53.3,
특정 감염성 및 기생충성 질환 ,대전,80세이상,남자,341.5,
특정 감염성 및 기생충성 질환 ,대전,80세이상,여자,245.7,
특정 감염성 및 기생충성 질환 ,대전,80 - 84세,남자,279.4,
특정 감염성 및 기생충성 질환 ,대전,80 - 84세,여자,112.8,
특정 감염성 및 기생충성 질환 ,대전,85 - 89세,남자,244.8,
특정 감염성 및 기생충성 질환 ,대전,85 - 89세,여자,325.5,
특정 감염성 및 기생충성 질환 ,대전,90세이상,남자,1122.4,
특정 감염성 및 기생충성 질환 ,대전,90세이상,여자,641.5,
특정 감염성 및 기생충성 질환 ,울산,1 - 4세,남자,0,
특정 감염성 및 기생충성 질환 ,울산,1 - 4세,여자,0,
특정 감염성 및 기생충성 질환 ,울산,5 - 9세,남자,0,
특정 감염성 및 기생충성 질환 ,울산,5 - 9세,여자,0,
특정 감염성 및 기생충성 질환 ,울산,10 - 14세,남자,0,
특정 감염성 및 기생충성 질환 ,울산,10 - 14세,여자,0,
특정 감염성 및 기생충성 질환 ,울산,15 - 19세,남자,0,
특정 감염성 및 기생충성 질환 ,울산,15 - 19세,여자,0,
특정 감염성 및 기생충성 질환 ,울산,20 - 24세,남자,0,
특정 감염성 및 기생충성 질환 ,울산,20 - 24세,여자,0,
특정 감염성 및 기생충성 질환 ,울산,25 - 29세,남자,0,
특정 감염성 및 기생충성 질환 ,울산,25 - 29세,여자,0,
특정 감염성 및 기생충성 질환 ,울산,30 - 34세,남자,0,
특정 감염성 및 기생충성 질환 ,울산,30 - 34세,여자,0,
특정 감염성 및 기생충성 질환 ,울산,35 - 39세,남자,0,
특정 감염성 및 기생충성 질환 ,울산,35 - 39세,여자,0,
특정 감염성 및 기생충성 질환 ,울산,40 - 44세,남자,2.1,
특정 감염성 및 기생충성 질환 ,울산,40 - 44세,여자,2.2,
특정 감염성 및 기생충성 질환 ,울산,45 - 49세,남자,1.8,
특정 감염성 및 기생충성 질환 ,울산,45 - 49세,여자,0,
특정 감염성 및 기생충성 질환 ,울산,50 - 54세,남자,5.6,
특정 감염성 및 기생충성 질환 ,울산,50 - 54세,여자,0,
특정 감염성 및 기생충성 질환 ,울산,55 - 59세,남자,19.4,
특정 감염성 및 기생충성 질환 ,울산,55 - 59세,여자,0,
특정 감염성 및 기생충성 질환 ,울산,60 - 64세,남자,17.2,
특정 감염성 및 기생충성 질환 ,울산,60 - 64세,여자,2.9,
특정 감염성 및 기생충성 질환 ,울산,65 - 69세,남자,18.2,
특정 감염성 및 기생충성 질환 ,울산,65 - 69세,여자,9.4,
특정 감염성 및 기생충성 질환 ,울산,70 - 74세,남자,22.7,
특정 감염성 및 기생충성 질환 ,울산,70 - 74세,여자,41.4,
특정 감염성 및 기생충성 질환 ,울산,75 - 79세,남자,92.3,
특정 감염성 및 기생충성 질환 ,울산,75 - 79세,여자,98.1,
특정 감염성 및 기생충성 질환 ,울산,80세이상,남자,364.7,
특정 감염성 및 기생충성 질환 ,울산,80세이상,여자,256.3,
특정 감염성 및 기생충성 질환 ,울산,80 - 84세,남자,256.1,
특정 감염성 및 기생충성 질환 ,울산,80 - 84세,여자,145.4,
특정 감염성 및 기생충성 질환 ,울산,85 - 89세,남자,561.3,
특정 감염성 및 기생충성 질환 ,울산,85 - 89세,여자,281.7,
특정 감염성 및 기생충성 질환 ,울산,90세이상,남자,902.3,
특정 감염성 및 기생충성 질환 ,울산,90세이상,여자,676.2,
특정 감염성 및 기생충성 질환 ,세종,1 - 4세,남자,0,
특정 감염성 및 기생충성 질환 ,세종,1 - 4세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,5 - 9세,남자,0,
특정 감염성 및 기생충성 질환 ,세종,5 - 9세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,10 - 14세,남자,0,
특정 감염성 및 기생충성 질환 ,세종,10 - 14세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,15 - 19세,남자,0,
특정 감염성 및 기생충성 질환 ,세종,15 - 19세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,20 - 24세,남자,0,
특정 감염성 및 기생충성 질환 ,세종,20 - 24세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,25 - 29세,남자,0,
특정 감염성 및 기생충성 질환 ,세종,25 - 29세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,30 - 34세,남자,0,
특정 감염성 및 기생충성 질환 ,세종,30 - 34세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,35 - 39세,남자,0,
특정 감염성 및 기생충성 질환 ,세종,35 - 39세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,40 - 44세,남자,0,
특정 감염성 및 기생충성 질환 ,세종,40 - 44세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,45 - 49세,남자,8.4,
특정 감염성 및 기생충성 질환 ,세종,45 - 49세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,50 - 54세,남자,0,
특정 감염성 및 기생충성 질환 ,세종,50 - 54세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,55 - 59세,남자,0,
특정 감염성 및 기생충성 질환 ,세종,55 - 59세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,60 - 64세,남자,0,
특정 감염성 및 기생충성 질환 ,세종,60 - 64세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,65 - 69세,남자,52.2,
특정 감염성 및 기생충성 질환 ,세종,65 - 69세,여자,24.4,
특정 감염성 및 기생충성 질환 ,세종,70 - 74세,남자,75.4,
특정 감염성 및 기생충성 질환 ,세종,70 - 74세,여자,0,
특정 감염성 및 기생충성 질환 ,세종,75 - 79세,남자,45.9,
특정 감염성 및 기생충성 질환 ,세종,75 - 79세,여자,95.6,
특정 감염성 및 기생충성 질환 ,세종,80세이상,남자,369.5,
특정 감염성 및 기생충성 질환 ,세종,80세이상,여자,536.1,
특정 감염성 및 기생충성 질환 ,세종,80 - 84세,남자,313.4,
특정 감염성 및 기생충성 질환 ,세종,80 - 84세,여자,169,
특정 감염성 및 기생충성 질환 ,세종,85 - 89세,남자,630.9,
특정 감염성 및 기생충성 질환 ,세종,85 - 89세,여자,897.2,
특정 감염성 및 기생충성 질환 ,세종,90세이상,남자,0,
특정 감염성 및 기생충성 질환 ,세종,90세이상,여자,1194.5,
특정 감염성 및 기생충성 질환 ,경기,1 - 4세,남자,0.4,
특정 감염성 및 기생충성 질환 ,경기,1 - 4세,여자,1.3,
특정 감염성 및 기생충성 질환 ,경기,5 - 9세,남자,0.3,
특정 감염성 및 기생충성 질환 ,경기,5 - 9세,여자,0,
특정 감염성 및 기생충성 질환 ,경기,10 - 14세,남자,0,
특정 감염성 및 기생충성 질환 ,경기,10 - 14세,여자,0,
특정 감염성 및 기생충성 질환 ,경기,15 - 19세,남자,0,
특정 감염성 및 기생충성 질환 ,경기,15 - 19세,여자,0,
특정 감염성 및 기생충성 질환 ,경기,20 - 24세,남자,0,
특정 감염성 및 기생충성 질환 ,경기,20 - 24세,여자,0,
특정 감염성 및 기생충성 질환 ,경기,25 - 29세,남자,0.5,
특정 감염성 및 기생충성 질환 ,경기,25 - 29세,여자,0.5,
특정 감염성 및 기생충성 질환 ,경기,30 - 34세,남자,0.7,
특정 감염성 및 기생충성 질환 ,경기,30 - 34세,여자,0.5,
특정 감염성 및 기생충성 질환 ,경기,35 - 39세,남자,0.9,
특정 감염성 및 기생충성 질환 ,경기,35 - 39세,여자,0.4,
특정 감염성 및 기생충성 질환 ,경기,40 - 44세,남자,2.3,
특정 감염성 및 기생충성 질환 ,경기,40 - 44세,여자,0.4,
특정 감염성 및 기생충성 질환 ,경기,45 - 49세,남자,5.5,
특정 감염성 및 기생충성 질환 ,경기,45 - 49세,여자,0.5,
특정 감염성 및 기생충성 질환 ,경기,50 - 54세,남자,9.1,
특정 감염성 및 기생충성 질환 ,경기,50 - 54세,여자,2.4,
특정 감염성 및 기생충성 질환 ,경기,55 - 59세,남자,12.7,
특정 감염성 및 기생충성 질환 ,경기,55 - 59세,여자,2.9,
특정 감염성 및 기생충성 질환 ,경기,60 - 64세,남자,16.7,
특정 감염성 및 기생충성 질환 ,경기,60 - 64세,여자,4.7,
특정 감염성 및 기생충성 질환 ,경기,65 - 69세,남자,14.7,
특정 감염성 및 기생충성 질환 ,경기,65 - 69세,여자,12,
