?특정감염성및기생충성질환,11,1-4세,1,1.2,1.9,0.7
특정감염성및기생충성질환,11,5-9세,1,0.5,0,0
특정감염성및기생충성질환,11,10-14세,1,0.9,0,0
특정감염성및기생충성질환,11,15-19세,1,0,0.4,0
특정감염성및기생충성질환,11,20-24세,1,0,0.3,0
특정감염성및기생충성질환,11,25-29세,1,0.3,0.5,0.5
특정감염성및기생충성질환,11,30-34세,1,0.2,1.5,1
특정감염성및기생충성질환,11,35-39세,1,2,2.5,2.2
특정감염성및기생충성질환,11,40-44세,1,5.1,3.2,4.1
특정감염성및기생충성질환,11,45-49세,1,4.4,8.5,5.2
특정감염성및기생충성질환,11,50-54세,1,8.7,9.5,11
특정감염성및기생충성질환,11,55-59세,1,12.6,11,14.5
특정감염성및기생충성질환,11,60-64세,1,16.7,19.2,18
특정감염성및기생충성질환,11,65-69세,1,30.6,28.4,22.9
특정감염성및기생충성질환,11,70-74세,1,42.7,52.6,39.3
특정감염성및기생충성질환,11,75-79세,1,95.5,111,75.3
특정감염성및기생충성질환,11,80세이상,1,282,255.8,218.1
특정감염성및기생충성질환,11,80-84세,1,171.7,184.9,150
특정감염성및기생충성질환,11,85-89세,1,370.7,284,314.4
특정감염성및기생충성질환,11,90세이상,1,837.7,733.9,495.8
특정감염성및기생충성질환,26,1-4세,1,1.8,0,0
특정감염성및기생충성질환,26,5-9세,1,0,0,0
특정감염성및기생충성질환,26,10-14세,1,0,0,0
특정감염성및기생충성질환,26,15-19세,1,0,0,0
특정감염성및기생충성질환,26,20-24세,1,0,0.8,0.8
특정감염성및기생충성질환,26,25-29세,1,1.8,0.9,0.9
특정감염성및기생충성질환,26,30-34세,1,4,1.7,0
특정감염성및기생충성질환,26,35-39세,1,3.2,1.5,3
특정감염성및기생충성질환,26,40-44세,1,3.6,7.5,1.6
특정감염성및기생충성질환,26,45-49세,1,5.7,6.3,10.5
특정감염성및기생충성질환,26,50-54세,1,17,15,11
